variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,10,1009,3533.2658412820037,1660.0,45.26621123007455,2.1284733983626527,3113880,3890784,129600.81301140785,44590
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,1,1000,17409.57773625286,8308.0,232.3608110540054,2.0955197082634642,4846692,4999992,129600.34230089188,84210
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,2,1001,17527.25170605976,8302.0,258.29333210774024,2.111208348116088,4873236,4999992,129600.67177772522,77330
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,3,1002,17678.925121355354,8348.0,305.948951755074,2.117743785500162,1772256,4999992,129600.80095505714,79973
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,4,1003,18715.78357816523,8883.0,400.7341883078414,2.106921488029408,2674644,4999992,129600.0616197586,77250
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,5,1004,19012.01589289716,9082.0,275.81933526216517,2.093373254007615,4976688,4999992,129600.71987915039,80430
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,6,1005,18554.49988408416,8791.0,237.90425716140567,2.1106244891461907,4054224,4999992,129600.49653482437,73838
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,7,1006,19187.298202410508,9119.0,437.02935898787854,2.1041011297741536,2899644,4999992,129600.14090275764,82890
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,8,1007,19372.075858297212,9219.0,327.0286679432087,2.101320735252979,3787800,4999992,129600.43700957298,76022
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,9,1008,19333.082924859897,9234.0,327.13000822940495,2.093684527275276,3242724,4999992,129600.30797147751,80493
hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,10,1009,19628.935975724493,9384.0,352.0428790518765,2.091745095452312,4812612,4999992,129600.80525016785,75393
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,1,1000,1979.5030311637663,945.0,27.34507340199221,2.0947122022897,3754968,4999992,129600.15351986885,63934
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,2,1001,1966.015512887041,933.0,29.89183259997871,2.1071977630086183,931572,4999992,129600.62007880211,66466
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,3,1002,2018.4347554266208,951.0,38.03590149389126,2.122434022530621,2053320,4999992,129601.44200396538,66150
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,4,1003,2105.3302405452714,991.0,31.561594668248127,2.124450293183927,3248616,4999992,129601.25420689583,66274
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,5,1004,2056.4354960663377,983.0,23.335119329646954,2.09199948735131,378396,4999992,129601.33859300613,63816
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,6,1005,1938.5477567484377,923.0,19.083553613335827,2.1002684255129336,4480344,4999992,129601.11295342445,67941
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,7,1006,1956.223237278468,926.0,37.34407516936849,2.1125520920933782,3040524,4999992,129600.79431796074,63935
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,8,1007,2011.677788303478,960.0,30.707812002198317,2.0954976961494562,3990564,4999992,129601.3517999649,65936
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,9,1008,2013.9728312770417,952.0,26.90376858767345,2.115517679912859,3230196,4999992,129600.44187879562,61284
hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,10,1009,2088.5173390593227,988.0,37.31311894442281,2.1138839464163186,4806072,4999992,129600.61260461807,69170
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,1,1000,885.7221337352948,421.0,14.068559092307572,2.1038530492524816,4933668,4999992,129600.7767894268,68561
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,2,1001,883.1309962123191,420.0,15.20673552068228,2.1026928481245695,4004172,4999992,129600.03608107567,63924
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,3,1002,907.1913444615748,427.0,15.357021100797066,2.1245698933526342,199512,4999992,129601.43965268135,69381
